src,dst,weight
M008187,M001406,1343.7
M006274,M005846,862.75
M003484,M000327,180.43
M008659,M001425,860.35
M005369,M004792,18979.95
M007650,M009547,709.35
M004522,M002119,249.07
M005342,M000155,6564.75
M008485,M002075,154.12
M002912,M005952,2948.34
M004709,M000626,421.99
M002950,M000012,657.85
M007443,M006366,153.59
M005901,M003521,2844.95
M003157,M001474,283.0
M001077,M002131,1900.71
M006622,M003578,602.55
M001664,M005616,3217.85
M008118,M006996,1960.41
M000998,M006872,788.26
M007727,M004373,4890.1
M006792,M009745,1587.58
M005444,M006407,1762.67
M003600,M004251,708.74
M004258,M009926,1386.92
M005519,M005597,72.32
M008408,M005198,3500.89
M007007,M004591,465.68
M005667,M008834,711.87
M008695,M007755,2055.01
M002991,M009110,1316.82
M001073,M006164,2767.69
M009167,M006232,699.86
M000106,M009763,128.48
M003535,M000698,744.55
M002689,M005101,762.13
M006841,M005600,814.81
M002752,M000665,341.08
M004858,M005569,972.29
M006862,M004067,134.67
M001838,M006296,3356.63
M003939,M009201,52.31
M000898,M001561,1719.04
M004623,M000159,16034.78
M003650,M000953,646.36
M006881,M008173,7543.41
M002149,M000710,7811.95
M009557,M006157,125.73
M005997,M009264,1394.89
M001064,M008018,3051.22
M000518,M008862,484.29
M009904,M009385,3487.29
M005116,M007932,358.42
M005981,M007903,260.62
M009503,M001823,366.48
M003408,M009059,1655.7
M008710,M004699,5138.26
M008800,M006097,2484.61
M009695,M004845,344.92
M000936,M007427,1925.36
M009508,M000544,2159.84
M007900,M005519,12482.34
M004619,M005751,2497.8
M002119,M002699,787.76
M005043,M005890,135.22
M008349,M007014,2872.45
M001653,M006512,1814.44
M008903,M000448,1387.46
M006527,M005818,523.82
M006153,M000565,1061.77
M006313,M000164,2644.71
M006870,M009523,1002.96
M008678,M001505,857.42
M003473,M003893,6351.98
M007029,M001018,28006.06
M005153,M003678,2487.35
M004014,M009183,4726.69
M002209,M007179,2670.31
M003439,M001281,3586.26
M003659,M008401,3055.56
M009088,M002939,598.8
M002007,M003439,3110.27
M007546,M008454,456.94
M007357,M002073,4732.52
M002677,M001066,103134.37
M006462,M004384,5979.49
M009127,M003136,2991.03
M009841,M005093,15554.63
M000346,M009318,1752.95
M005072,M001134,258.25
M006372,M006238,14207.61
M006904,M003423,817.88
M000526,M002322,1843.86
M002239,M002588,1295.44
M001003,M002103,316.91
M005766,M008471,3307.58
M002392,M004065,1728.47
M002800,M009539,171.66
M005568,M002701,11294.5
M002906,M005254,31.36
M003841,M007013,704.1
M007494,M002165,90.02
M000565,M007431,1460.17
M009553,M004678,420.28
M004306,M000494,13496.74
M005621,M008645,4697.87
M003251,M001253,538.31
M007232,M001973,1012.06
M008241,M004234,510.15
M009577,M003942,338.78
M002752,M000895,2356.15
M004633,M006271,2759.59
M003605,M007337,1100.68
M006494,M001852,941.88
M003342,M008941,363.56
M009056,M008200,4303.51
M000032,M002325,225.2
M006690,M004165,5260.88
M006649,M007988,636.02
M003544,M002054,8070.07
M004998,M001520,724.08
M003186,M002278,369.28
M003913,M009342,5756.68
M005302,M007455,952.66
M006012,M006541,3216.94
M006949,M002922,1209.88
M000376,M000717,404.35
M009291,M004756,14284.81
M001936,M005537,69.68
M002285,M009639,1439.27
M007383,M001740,4097.97
M002333,M007323,790.83
M007317,M009721,1924.42
M009896,M002068,6663.48
M004023,M005004,439.91
M000859,M007741,2546.81
M008643,M002417,1794.16
M006238,M002806,24.14
M009039,M008991,1537.39
M001673,M003581,214.18
M007732,M006980,12047.89
M005026,M009104,88.18
M004847,M008560,454.81
M003196,M002509,1313.97
M004222,M006053,135.15
M008461,M000558,371.84
M008440,M007572,1514.53
M001991,M002603,426.63
M008273,M006110,50167.82
M002907,M000194,436.84
M006474,M009968,1674.81
M005899,M002943,262.45
M000221,M009140,1011.0
M008352,M002925,377.13
M000947,M004119,1856.62
M001222,M000518,445.43
M007568,M006097,461.43
M003282,M008186,66.21
M000620,M009799,948.88
M005932,M002329,26.31
M005642,M006226,542.09
M009014,M003948,2297.66
M007436,M006110,1403.33
M003956,M001426,119.99
M006980,M008948,1549.86
M002112,M008200,173.82
M000245,M000688,14830.22
M006911,M004343,12856.93
M005766,M009579,972.74
M001696,M004960,410.87
M004334,M000547,1437.77
M004870,M009548,191.99
M007886,M006543,265.18
M002737,M000017,469.76
M003144,M008489,7800.23
M008647,M002355,1586.05
M001389,M006312,2995.53
M009969,M003383,1501.4
M007937,M008308,1101.84
M006733,M009034,299.46
M006280,M008285,140.93
M002735,M002311,2640.61
M008008,M001352,1500.73
M009461,M004130,1405.9
M003324,M007228,535.85
M005309,M008561,265.88
M003862,M005821,117.61
M007292,M008652,6157.76
M007499,M001748,54.58
M004274,M009634,184.22
M002541,M000219,188.36
M003830,M008819,6206.24
M009796,M000720,519.59
M004038,M009830,2691.16
M001320,M004426,792.08
M003055,M008262,1906.4
M008431,M009641,487.94
M009034,M001704,620.63
M003309,M005556,4398.82
M005172,M004216,238.3
M002132,M005757,2748.55
M006692,M002805,822.47
M007297,M003880,254.8
M006253,M000218,489.69
M009690,M002621,369.25
M004150,M006226,2570.59
M003438,M001698,4552.6
M002824,M004796,2313.57
M001118,M008301,139.21
M003286,M002045,3063.8
M004235,M007309,1297.77
M000766,M006618,1587.26
M004496,M000347,395.09
M002935,M009196,1583.0
M002179,M006926,286.96
M000044,M000326,22.36
M009787,M008618,3269.47
M004241,M004441,35.23
M006001,M008075,1187.0
M003980,M004545,38663.24
M002494,M001221,79.01
M008163,M003116,841.18
M003604,M001385,1554.83
M006370,M003105,249.26
M004849,M009018,3170.77
M004242,M004088,184.81
M006888,M006280,970.47
M007473,M005381,9320.07
M002219,M003921,11243.47
M000150,M008555,60.69
M003706,M002849,1645.22
M009250,M000704,1637.39
M001489,M009522,2578.48
M008830,M003789,5769.99
M003567,M003610,5564.55
M007892,M007308,158.64
M007505,M004818,4257.05
M002609,M002075,200.49
M003144,M009673,2190.42
M007183,M000427,1621.45
M002565,M003111,278.99
M007853,M003500,1798.04
M009238,M002177,1320.35
M009198,M003272,545.87
M000074,M003669,128.76
M000076,M000594,1934.23
M004217,M004766,1206.51
M002213,M007725,1372.08
M000442,M005376,1415.73
M009459,M004906,305.37
M005271,M002272,5629.43
M008140,M000462,1573.21
M006816,M003532,214.71
M009170,M004507,1096.41
M009960,M002934,216.81
M005196,M001988,377.16
M003662,M001864,276.45
M009197,M005201,182.99
M008379,M007205,79.97
M003598,M002193,40189.27
M001530,M002092,741.28
M008530,M005251,6031.27
M004359,M007725,295.13
M008112,M000716,1326.99
M003322,M008237,366.12
M002944,M001607,186.13
M002005,M001171,2980.63
M004220,M005703,1001.46
M001968,M000974,8909.22
M001148,M007568,947.34
M005782,M001449,93.52
M006948,M004608,164.28
M005933,M001348,2537.95
M004871,M002342,801.1
M005562,M005172,1001.58
M002610,M001924,4416.55
M008483,M006823,582.27
M000134,M007993,7188.12
M005757,M002256,3035.14
M004582,M005341,11991.54
M009580,M000036,14811.13
M009983,M004633,1435.42
M007891,M001471,364.28
M007221,M009114,827.36
M009083,M001015,1048.79
M004410,M001598,961.62
M006259,M002544,1050.71
M003432,M006690,7136.53
M004284,M003783,1073.24
M009716,M002064,9919.01
M001427,M002095,1474.13
M008185,M005643,8675.49
M007088,M002207,218.76
M006617,M006568,5117.17
M007077,M001986,761.73
M004785,M001665,171.89
M004218,M007658,2015.9
M002823,M007342,4119.31
M004350,M006764,198.03
M007170,M000691,109.22
M001048,M004168,9477.4
M007792,M009229,3638.31
M009794,M002264,1578.05
M001311,M001480,426.22
M009691,M008511,27922.79
M008707,M000692,1001.4
M006830,M008037,342.49
M007337,M001799,3891.08
M000950,M005123,6518.08
M001877,M000102,282.78
M004111,M005891,790.05
M009701,M006551,3177.76
M007642,M003140,2406.72
M000136,M002196,496.68
M009392,M005320,1438.58
M008224,M000329,5111.03
M006259,M008850,5262.4
M004705,M004708,1584.71
M002625,M004493,707.04
M005724,M009772,19694.86
M007852,M000032,3170.24
M001368,M005386,350.28
M001270,M002875,1211.95
M001836,M008939,195.56
M004950,M009780,1784.01
M009451,M009807,126.45
M005426,M007721,1562.38
M007723,M002370,771.14
M009857,M003315,851.47
M000217,M006004,4950.55
M000578,M009947,1471.64
M008379,M001861,1558.36
M006524,M000900,1348.51
M004471,M002590,2699.7
M000166,M008391,684.93
M001630,M007818,197.61
M007021,M002718,832.27
M003890,M003129,2712.42
M005380,M007143,352.41
M000540,M004464,791.09
M007299,M009998,29.01
M006099,M004249,7989.01
M009306,M008940,66.24
M003301,M001844,1497.4
M009560,M002088,553.1
M006078,M004970,67.92
M005157,M005268,443.69
M006525,M005920,16999.23
M000742,M001290,12068.26
M007984,M008830,3901.15
M001511,M003244,1322.65
M001047,M004712,1166.46
M002226,M007761,1205.12
M001631,M009786,408.56
M003164,M003556,539.95
M007071,M009680,173.05
M008001,M001757,4267.34
M004297,M004428,415.71
M002981,M006661,844.57
M003166,M004787,965.58
M004809,M002300,7383.23
M006418,M003336,3707.31
M008989,M004921,892.81
M005823,M001989,1486.86
M001465,M002433,876.49
M002302,M000346,421.25
M008229,M000138,4411.01
M008797,M007571,10816.14
M004077,M000195,261.09
M009987,M006988,405.82
M005356,M008865,863.99
M005112,M003854,286.41
M003434,M002639,814.32
M006017,M009470,1784.71
M000070,M002113,647.43
M001983,M006018,449.55
M000326,M008404,715.51
M000386,M007073,151.78
M006894,M003905,7661.57
M008647,M000440,152.82
M004900,M007277,4104.4
M000215,M009602,7164.55
M006389,M007703,317.61
M007324,M000132,8596.88
M000672,M004880,3231.82
M008384,M001095,409.05
M001665,M008696,129.9
M002187,M004939,155.14
M004814,M002983,2909.46
M006269,M002406,953.27
M001743,M003702,162.58
M008016,M003823,1055.73
M004161,M004687,404.61
M001559,M009636,3551.2
M004666,M005600,42.54
M002226,M002995,4038.25
M007198,M001850,506.16
M008877,M002586,1236.79
M004119,M004101,1961.32
M006767,M005069,826.81
M002980,M002132,3185.76
M008200,M006035,1790.57
M001466,M006787,2355.29
M009561,M004435,2944.93
M000867,M003548,445.12
M002594,M000827,135.0
M007797,M007565,1809.41
M000882,M007132,164.39
M006732,M001646,2022.52
M003738,M007729,2013.27
M000588,M005882,4676.49
M002904,M004403,3177.92
M009315,M007205,2327.88
M002094,M001801,933.02
M000844,M009353,368.79
M005692,M007072,2994.24
M001713,M007041,6208.2
M001380,M000342,1362.67
M008865,M006364,177.26
M000531,M007226,177154.98
M000007,M007219,881.07
M005115,M005457,2362.45
M005618,M001900,849.84
M009307,M000008,434.44
M009621,M004856,4071.11
M001531,M008545,1365.41
M008192,M006946,788.52
M001330,M000106,4033.37
M007101,M005030,258.16
M006406,M005535,1292.45
M006201,M009045,28644.25
M003496,M000016,6152.78
M005771,M000024,786.7
M002223,M005347,5316.14
M003573,M001695,470.85
M005758,M000130,615.57
M009973,M000708,406.0
M005444,M003875,32853.34
M000661,M002825,73.73
M009598,M001208,13490.03
M003383,M001693,348.41
M006103,M003189,478.5
M002782,M002950,382.87
M004029,M002486,211.84
M000456,M000881,7116.3
M006530,M003315,2709.01
M007485,M000129,3429.77
M002513,M001898,277.83
M004275,M009568,22500.59
M007040,M000523,605.01
M001064,M009146,5574.62
M000157,M001004,1346.43
M005041,M005470,185.41
M007410,M003901,1312.57
M000579,M006402,42.41
M000618,M005019,1424.76
M002737,M000328,7185.41
M007711,M002359,108.95
M009038,M006449,299.86
M005546,M002245,2838.86
M003657,M009513,2742.82
M009860,M003608,925.81
M005033,M005175,1043.49
M007220,M003177,134.7
M009253,M000331,748.17
M006985,M009628,837.86
M000222,M009184,634.66
M000993,M009436,749.59
M003039,M001822,596.35
M000597,M007375,891.05
M000508,M009839,239.07
M001907,M003305,5107.1
M008696,M004116,1563.77
M005274,M009903,513.45
M000288,M009861,36928.43
M003432,M009828,1433.67
M006398,M003729,2977.83
M008610,M008256,757.12
M008493,M003079,3980.28
M000328,M005205,498.08
M007607,M000984,1049.66
M003543,M001441,794.25
M005484,M008745,639.47
M006959,M000021,1258.51
M003631,M004626,1870.91
M002342,M006796,455.69
M004041,M008852,286.69
M008650,M007254,8368.31
M004699,M003079,1659.13
M009551,M005422,2551.37
M006655,M001848,605.81
M000797,M009274,298.59
M003602,M007324,156.95
M004834,M007702,1823.7
M003107,M000672,1157.77
M000405,M008416,861.2
M001449,M004810,1202.75
M003097,M007932,174.96
M000315,M005835,38638.49
M007600,M005482,6781.08
M000555,M001586,1755.65
M007164,M009803,4289.34
M000294,M000567,223.76
M004521,M000567,182.87
M000819,M003860,2271.54
M006708,M009739,193.65
M009372,M004979,189.34
M005140,M001556,5051.44
M000829,M002214,89.15
M004891,M009480,428.17
M009584,M009134,4385.66
M005535,M004581,23374.71
M002021,M008816,1082.58
M009324,M005441,34.41
M009005,M003626,3917.07
M005285,M006495,4078.06
M001748,M002972,502.25
M006796,M003695,279.47
M006775,M005068,6550.35
M001651,M004216,888.01
M002665,M000995,25.26
M006690,M003782,396.12
M007529,M008244,441.32
M006882,M006644,55.09
M009134,M004936,584.47
M005041,M001163,2288.57
M000390,M009585,294.47
M000213,M000925,647.32
M002577,M001964,3181.55
M008696,M007757,701.44
M000964,M001246,8767.03
M001899,M008144,711.49
M004296,M007037,16746.29
M002713,M004892,917.54
M005767,M001073,352.44
M001140,M001313,2265.22
M004579,M005425,316.52
M006817,M005374,2.88
M007355,M002460,643.22
M000405,M003102,1179.57
M001070,M003901,6509.3
M009722,M009360,463.21
M008684,M004849,370.62
M003235,M003317,1953.38
M005638,M007634,403.53
M004208,M001808,5732.34
M009260,M000160,85.26
M004204,M001474,1147.72
M001780,M001434,153.37
M006349,M001902,7953.86
M001853,M000716,6339.24
M000127,M006895,8243.32
M007782,M007881,624.37
M008754,M003308,569.77
M008146,M003741,326.51
M008359,M006595,2024.87
M008202,M008710,4267.54
M006766,M006525,10721.71
M003463,M006042,2679.65
M005764,M001052,27.67
M001207,M000757,425.53
M003088,M009277,11036.82
M009884,M008856,94.18
M001828,M005623,940.62
M000368,M001525,1560.73
M005798,M008090,589.58
M001656,M007982,8238.26
M009639,M004169,2764.52
M009567,M008093,2256.53
M003029,M006536,23072.45
M006834,M007247,1659.95
M003230,M002863,3124.9
M006360,M007542,1526.83
M003832,M009922,835.19
M000592,M008382,771.87
M002077,M008962,2798.8
M002040,M006954,143.69
M004263,M007586,8667.56
M006657,M000400,31070.15
M000065,M002234,10377.82
M007408,M003931,132.76
M004661,M001761,4013.92
M006227,M002699,1684.93
M000909,M005736,299.02
M009015,M008579,6434.94
M007961,M003944,517.6
M003881,M006932,13304.51
M007061,M007555,3678.73
M006916,M007135,16674.49
M006591,M002800,4359.8
M006119,M000244,854.38
M001513,M005638,353.71
M003338,M006864,1191.39
M009563,M004190,1183.97
M008530,M003405,1099.42
M003512,M000868,1566.9
M008459,M003094,890.43
M008818,M001124,1420.17
M008836,M003646,2631.33
M009076,M003519,850.05
M005699,M003449,173.08
M001312,M001709,2700.78
M003438,M003955,281.8
M004961,M003883,1010.13
M002786,M001924,476.01
M003726,M004664,12789.24
M009124,M009612,2412.98
M008622,M006697,5275.72
M001552,M004316,6050.11
M003989,M000645,1762.35
M006451,M003798,257.25
M001377,M005998,1012.26
M009658,M004248,6332.83
M000720,M006231,1107.97
M001449,M000824,220.46
M003533,M009851,3507.86
M000293,M002711,8065.13
M002644,M004979,695.52
M002563,M007333,2463.47
M009439,M001516,5294.55
M003342,M002488,790.44
M006351,M003976,1188.52
M008826,M001632,1445.02
M001109,M003449,43.07
M003288,M006997,1125.69
M009820,M006299,2000.46
M007508,M000136,14.33
M007265,M009324,363.33
M007348,M000235,16944.3
M004097,M007809,781.87
M006244,M008249,755.44
M005176,M000485,4027.83
M004909,M007610,10825.27
M009855,M003800,379.42
M002811,M006899,924.13
M002461,M003528,540.12
M002595,M008292,1265.78
M002858,M006977,142.5
M008120,M002873,1149.16
M008486,M008902,586.57
M008671,M007544,517.45
M002906,M009525,588.85
M007434,M008347,1611.52
M000275,M000481,953.29
M009342,M001766,274.48
M004774,M003157,7733.54
M005946,M007812,2354.66
M007476,M005854,253.4
M005462,M007412,455.53
M000375,M007901,2346.59
M000777,M002690,1434.86
M000313,M006427,1209.43
M006490,M000509,1687.46
M000515,M008921,8676.97
M004957,M006265,5737.95
M005312,M004186,37.67
M005519,M004344,3571.83
M004393,M004046,61.32
M001333,M001196,4182.17
M009210,M006173,1144.24
M005260,M006213,411.83
M001302,M007242,3722.94
M007125,M008446,3646.53
M008563,M001155,4408.46
M000000,M008431,235.0
M009307,M002523,1178.84
M006770,M001525,3828.8
M006602,M005930,13649.8
M000089,M004801,71.4
M001794,M007126,679.37
M001874,M009720,297.31
M009224,M007226,718.95
M002509,M009021,172.85
M009435,M002987,588.94
M004299,M000443,7957.5
M005530,M005356,2736.26
M004572,M009250,2719.23
M007980,M005549,470.21
M006046,M004352,123.6
M008936,M003347,407.73
M003461,M003449,178.82
M003769,M009043,149.66
M002294,M009918,1571.67
M008696,M007065,25.57
M006015,M003037,20368.98
M001602,M006988,446.05
M002513,M002129,5449.39
M000200,M005398,15560.46
M001962,M000292,6441.75
M002146,M001099,3215.96
M005944,M002911,593.18
M004128,M000297,564.79
M006162,M001514,3601.31
M003663,M008486,654.96
M004134,M004684,4257.34
M002472,M003168,31643.83
M006833,M004995,352.21
M003432,M008015,14133.37
M003971,M004963,5871.97
M003590,M006934,773.35
M005794,M000626,947.66
M009012,M003257,331.89
M001992,M003206,2700.12
M008754,M007102,20925.25
M003751,M009690,357.04
M002420,M007126,180.15
M000360,M008026,111.96
M003037,M007340,770.67
M006751,M009791,18788.9
M004763,M008659,1631.87
M000609,M004367,7430.07
M001147,M002845,2012.85
M000540,M004056,1388.29
M000577,M000118,335.97
M006834,M009978,7894.24
M004471,M002185,1118.38
M009896,M003791,1936.4
M003594,M007352,1500.41
M003699,M001725,633.83
M004997,M006666,7991.62
M008523,M005414,1021.28
M006635,M005483,2461.47
M008736,M008046,1999.85
M001277,M003079,1671.02
M009305,M004294,138.93
M003798,M004539,713.86
M003042,M008871,956.96
M008999,M001521,372.13
M008546,M001448,931.35
M000711,M000257,3796.35
M002519,M001345,891.19
M001293,M008745,85.5
M004866,M008477,12248.19
M001288,M003918,2108.12
M007264,M004462,4384.46
M009380,M004770,6035.9
M006736,M006739,374.68
M000968,M009556,991.07
M006406,M001746,953.72
M000703,M005680,7717.07
M009127,M006799,76.19
M005283,M008200,13366.15
M008161,M006855,425.06
M005641,M007237,478.09
M006762,M003605,3337.47
M007829,M008049,820.59
M002018,M005031,875.28
M005688,M008433,691.48
M002169,M003293,5806.17
M000513,M007240,237.69
M005351,M001854,315.0
M002642,M004271,2604.38
M002497,M004605,3352.3
M002187,M009799,437.47
M009813,M007807,3615.46
M000563,M001394,635.05
M003758,M006078,1711.78
M000532,M006139,1624.73
M005752,M005818,725.64
M003428,M009171,91.3
M001157,M009667,444.3
M002653,M002304,10503.52
M002005,M002936,2753.54
M004403,M000488,495.34
M005309,M001468,46.39
M008538,M007596,7860.38
M008689,M009572,3990.89
M007871,M008724,449.86
M007909,M006114,276.7
M006413,M007681,755.91
M007466,M005798,6153.87
M004180,M008165,10206.06
M009976,M002277,871.23
M003940,M006235,141.4
M002353,M008223,479.6
M009100,M001182,3232.2
M007172,M008672,6801.48
M002851,M007705,166.01
M002386,M002258,1950.8
M002176,M003182,1280.46
M005210,M000367,271.87
M000150,M001906,4324.63
M007672,M007833,359.1
M001148,M003899,120.16
M004870,M006544,161.75
M005930,M004768,95.02
M005927,M007695,991.31
M003515,M008410,1834.62
M008320,M008287,271.46
M005868,M006690,399.02
M008847,M001296,133.14
M006460,M002975,1162.22
M008842,M008804,5341.5
M006266,M002040,42272.15
M008443,M005725,4226.37
M006457,M009962,79001.67
M003950,M001375,5478.96
M004621,M005729,1373.32
M003448,M006393,196.79
M001725,M008125,252.34
M000984,M004549,384.75
M005907,M003502,3029.74
M004423,M003254,1089.47
